     index            Field [G]             Time [s]         Intensity []
      4621     3321.22189638319              428.251              3198060
      4622     3321.31964809384              428.251              3225055
      4623      3321.4173998045              428.251              3158019
      4624     3321.51515151515              428.251              3005181
      4625     3321.61290322581              428.251              2764278
      4626     3321.71065493646              428.251              2428104
      4627     3321.80840664712              428.251              2004622
      4628     3321.90615835777              428.251              1496648
      4629     3322.00391006843              428.251               944593
      4630     3322.10166177908              428.251               361543
      4631     3322.19941348974              428.251              -217449
      4632     3322.29716520039              428.251              -799792
      4633     3322.39491691105              428.251             -1349290
      4634      3322.4926686217              428.251             -1847988
      4635     3322.59042033236              428.251             -2255054
      4636     3322.68817204301              428.251             -2586754
      4637     3322.78592375367              428.251             -2825232
      4638     3322.88367546432              428.251             -3291491
      4639     3322.98142717498              428.251             -3714179
      4640     3323.07917888563              428.251             -3702011
      4641     3323.17693059629              428.251             -3579482
      4642     3323.27468230694              428.251             -3392437
      4643      3323.3724340176              428.251             -3163380
      4644     3323.47018572825              428.251             -2887263
      4645     3323.56793743891              428.251             -2586676
      4646     3323.66568914956              428.251             -2286298
      4647     3323.76344086022              428.251             -1993097
      4648     3323.86119257087              428.251             -1722752
      4649     3323.95894428152              428.251             -1467492
      4650     3324.05669599218              428.251             -1237898
      4651     3324.15444770283              428.251             -1046703
      4652     3324.25219941349              428.251              -876518
      4653     3324.34995112414              428.251              -737881
      4654      3324.4477028348              428.251              -622705
      4655     3324.54545454545              428.251              -527970
      4656     3324.64320625611              428.251              -453510
      4657     3324.74095796676              428.251              -394455
      4658     3324.83870967742              428.251              -347753
      4659     3324.93646138807              428.251              -308411
      4660     3325.03421309873              428.251              -272512
      4661     3325.13196480938              428.251              -248331
      4662     3325.22971652004              428.251              -229674
      4663     3325.32746823069              428.251              -205540
      4664     3325.42521994135              428.251              -196404
      4665       3325.522971652              428.251              -180968
      4666     3325.62072336266              428.251              -168000
      4667     3325.71847507331              428.251              -160623
      4668     3325.81622678397              428.251              -158823
      4669     3325.91397849462              428.251              -158442
      4670     3326.01173020528              428.251              -151926
      4671     3326.10948191593              428.251              -147599
      4672     3326.20723362659              428.251              -141450
      4673     3326.30498533724              428.251              -138586
      4674      3326.4027370479              428.251              -137117
      4675     3326.50048875855              428.251              -132307
      4676     3326.59824046921              428.251              -129962
      4677     3326.69599217986              428.251              -131553
      4678     3326.79374389052              428.251              -129823
      4679     3326.89149560117              428.251              -124533
      4680     3326.98924731183              428.251              -117412
      4681     3327.08699902248              428.251              -119270
      4682     3327.18475073314              428.251              -105547
      4683     3327.28250244379              428.251               -99395
      4684     3327.38025415445              428.251               -92906
      4685      3327.4780058651              428.251               -89643
      4686     3327.57575757576              428.251               -89087
      4687     3327.67350928641              428.251               -79716
      4688     3327.77126099707              428.251               -79529
      4689     3327.86901270772              428.251               -72260
      4690     3327.96676441838              428.251               -67453
      4691     3328.06451612903              428.251               -65469
      4692     3328.16226783969              428.251               -62280
      4693     3328.26001955034              428.251               -57693
      4694       3328.357771261              428.251               -55127
      4695     3328.45552297165              428.251               -54497
      4696     3328.55327468231              428.251               -51317
      4697     3328.65102639296              428.251               -48191
      4698     3328.74877810362              428.251               -45964
      4699     3328.84652981427              428.251               -46289
      4700     3328.94428152493              428.251               -48969
      4701     3329.04203323558              428.251               -50082
      4702     3329.13978494624              428.251               -51760
      4703     3329.23753665689              428.251               -47542
      4704     3329.33528836755              428.251               -48410
      4705      3329.4330400782              428.251               -49454
      4706     3329.53079178886              428.251               -42110
      4707     3329.62854349951              428.251               -36522
      4708     3329.72629521017              428.251               -42957
      4709     3329.82404692082              428.251               -42111
      4710     3329.92179863148              428.251               -41990
      4711     3330.01955034213              428.251               -44065
      4712     3330.11730205279              428.251               -46972
      4713     3330.21505376344              428.251               -48006
      4714      3330.3128054741              428.251               -44399
      4715     3330.41055718475              428.251               -37907
      4716     3330.50830889541              428.251               -37706
      4717     3330.60606060606              428.251               -40030
      4718     3330.70381231672              428.251               -43064
      4719     3330.80156402737              428.251               -41996
      4720     3330.89931573803              428.251               -39441
      4721     3330.99706744868              428.251               -39428
      4722     3331.09481915934              428.251               -35690
      4723     3331.19257086999              428.251               -38126
      4724     3331.29032258065              428.251               -34597
      4725      3331.3880742913              428.251               -33685
      4726     3331.48582600196              428.251               -32239
      4727     3331.58357771261              428.251               -36173
      4728     3331.68132942326              428.251               -31691
      4729     3331.77908113392              428.251               -30990
      4730     3331.87683284457              428.251               -28879
      4731     3331.97458455523              428.251               -28252
      4732     3332.07233626588              428.251               -27845
      4733     3332.17008797654              428.251               -27983
      4734     3332.26783968719              428.251               -27334
      4735     3332.36559139785              428.251               -23436
      4736      3332.4633431085              428.251               -22778
      4737     3332.56109481916              428.251               -19976
      4738     3332.65884652981              428.251               -18131
      4739     3332.75659824047              428.251                -9289
      4740     3332.85434995112              428.251                -9870
      4741     3332.95210166178              428.251                -9399
      4742     3333.04985337243              428.251                -1290
      4743     3333.14760508309              428.251                -3107
      4744     3333.24535679374              428.251                -2180
      4745      3333.3431085044              428.251                 3298
      4746     3333.44086021505              428.251                 2505
      4747     3333.53861192571              428.251                 7394
      4748     3333.63636363636              428.251                 8171
      4749     3333.73411534702              428.251                 9145
      4750     3333.83186705767              428.251                12659
      4751     3333.92961876833              428.251                16821
      4752     3334.02737047898              428.251                14577
      4753     3334.12512218964              428.251                18313
      4754     3334.22287390029              428.251                18953
      4755     3334.32062561095              428.251                22848
      4756      3334.4183773216              428.251                22068
      4757     3334.51612903226              428.251                21930
      4758     3334.61388074291              428.251                20763
      4759     3334.71163245357              428.251                18790
      4760     3334.80938416422              428.251                14496
      4761     3334.90713587488              428.251                23200
      4762     3335.00488758553              428.251                28898
      4763     3335.10263929619              428.251                23956
      4764     3335.20039100684              428.251                28084
      4765      3335.2981427175              428.251                26874
      4766     3335.39589442815              428.251                32559
      4767     3335.49364613881              428.251                37888
      4768     3335.59139784946              428.251                40882
      4769     3335.68914956012              428.251                48049
      4770     3335.78690127077              428.251                52114
      4771     3335.88465298143              428.251                65309
      4772     3335.98240469208              428.251                77121
      4773     3336.08015640274              428.251                92320
      4774     3336.17790811339              428.251               109899
      4775     3336.27565982405              428.251               129826
      4776      3336.3734115347              428.251               160870
      4777     3336.47116324536              428.251               198779
      4778     3336.56891495601              428.251               237702
      4779     3336.66666666667              428.251               291900
      4780     3336.76441837732              428.251               358686
      4781     3336.86217008798              428.251               449562
      4782     3336.95992179863              428.251               553016
      4783     3337.05767350929              428.251               682141
      4784     3337.15542521994              428.251               843586
      4785      3337.2531769306              428.251              1028148
      4786     3337.35092864125              428.251              1239363
      4787     3337.44868035191              428.251              1482627
      4788     3337.54643206256              428.251              1743907
      4789     3337.64418377322              428.251              2035419
      4790     3337.74193548387              428.251              2337447
      4791     3337.83968719453              428.251              2631926
      4792     3337.93743890518              428.251              2923250
      4793     3338.03519061584              428.251              3168697
      4794     3338.13294232649              428.251              3285814
      4795     3338.23069403715              428.251              3415999
      4796      3338.3284457478              428.251              3490314
      4797     3338.42619745846              428.251              3471847
      4798     3338.52394916911              428.251              3350657
      4799     3338.62170087977              428.251              3176784
      4800     3338.71945259042              428.251              2907984
      4801     3338.81720430108              428.251              2516913
      4802     3338.91495601173              428.251              2023969
      4803     3339.01270772239              428.251              1449767
      4804     3339.11045943304              428.251               832932
      4805     3339.20821114369              428.251               198213
      4806     3339.30596285435              428.251              -441626
      4807       3339.403714565              428.251             -1080314
      4808     3339.50146627566              428.251             -1695892
      4809     3339.59921798631              428.251             -2287944
      4810     3339.69696969697              428.251             -2812131
      4811     3339.79472140762              428.251             -3232318
      4812     3339.89247311828              428.251             -3525337
      4813     3339.99022482893              428.251             -3708831
      4814     3340.08797653959              428.251             -3762171
      4815     3340.18572825024              428.251             -3725066
      4816      3340.2834799609              428.251             -3605052
      4817     3340.38123167155              428.251             -3415663
      4818     3340.47898338221              428.251             -3177743
      4819     3340.57673509286              428.251             -2898085
      4820     3340.67448680352              428.251             -2602372
      4821     3340.77223851417              428.251             -2303094
      4822     3340.86999022483              428.251             -2019215
      4823     3340.96774193548              428.251             -1751744
      4824     3341.06549364614              428.251             -1499896
      4825     3341.16324535679              428.251             -1282655
      4826     3341.26099706745              428.251             -1083072
      4827      3341.3587487781              428.251              -922988
      4828     3341.45650048876              428.251              -780566
      4829     3341.55425219941              428.251              -665707
      4830     3341.65200391007              428.251              -574334
      4831     3341.74975562072              428.251              -497549
      4832     3341.84750733138              428.251              -435474
      4833     3341.94525904203              428.251              -381379
      4834     3342.04301075269              428.251              -339929
      4835     3342.14076246334              428.251              -313906
      4836       3342.238514174              428.251              -282817
      4837     3342.33626588465              428.251              -256410
      4838     3342.43401759531              428.251              -237381
      4839     3342.53176930596              428.251              -223560
      4840     3342.62952101662              428.251              -212899
      4841     3342.72727272727              428.251              -199438
      4842     3342.82502443793              428.251              -190213
      4843     3342.92277614858              428.251              -179152
      4844     3343.02052785924              428.251              -174711
      4845     3343.11827956989              428.251              -168494
      4846     3343.21603128055              428.251              -170056
      4847      3343.3137829912              428.251              -166892
      4848     3343.41153470186              428.251              -160065
      4849     3343.50928641251              428.251              -155780
      4850     3343.60703812317              428.251              -160696
      4851     3343.70478983382              428.251              -150937
      4852     3343.80254154448              428.251              -146541
      4853     3343.90029325513              428.251              -146734
      4854     3343.99804496579              428.251              -139462
      4855     3344.09579667644              428.251              -132551
      4856      3344.1935483871              428.251              -130572
      4857     3344.29130009775              428.251              -123522
      4858     3344.38905180841              428.251              -117737
      4859     3344.48680351906              428.251              -113779
      4860     3344.58455522972              428.251              -109603
      4861     3344.68230694037              428.251              -104339
      4862     3344.78005865103              428.251               -96979
      4863     3344.87781036168              428.251               -89102
      4864     3344.97556207234              428.251               -82584
      4865     3345.07331378299              428.251               -79786
      4866     3345.17106549365              428.251               -78212
      4867      3345.2688172043              428.251               -71801
      4868     3345.36656891496              428.251               -71165
      4869     3345.46432062561              428.251               -72286
      4870     3345.56207233627              428.251               -69270
      4871     3345.65982404692              428.251               -64773
      4872     3345.75757575758              428.251               -62618
      4873     3345.85532746823              428.251               -65226
      4874     3345.95307917889              428.251               -63521
      4875     3346.05083088954              428.251               -61041
      4876      3346.1485826002              428.251               -60328
      4877     3346.24633431085              428.251               -60571
      4878     3346.34408602151              428.251               -57087
      4879     3346.44183773216              428.251               -59932
      4880     3346.53958944282              428.251               -55597
      4881     3346.63734115347              428.251               -58902
      4882     3346.73509286412              428.251               -55882
      4883     3346.83284457478              428.251               -52546
      4884     3346.93059628544              428.251               -53647
      4885     3347.02834799609              428.251               -55862
      4886     3347.12609970674              428.251               -52056
      4887      3347.2238514174              428.251               -52056
      4888     3347.32160312805              428.251               -56051
      4889     3347.41935483871              428.251               -50908
      4890     3347.51710654936              428.251               -45714
      4891     3347.61485826002              428.251               -48798
      4892     3347.71260997067              428.251               -49803
      4893     3347.81036168133              428.251               -54105
      4894     3347.90811339198              428.251               -50914
      4895     3348.00586510264              428.251               -49445
      4896     3348.10361681329              428.251               -48805
      4897     3348.20136852395              428.251               -53054
      4898      3348.2991202346              428.251               -51548
      4899     3348.39687194526              428.251               -50727
      4900     3348.49462365591              428.251               -50061
      4901     3348.59237536657              428.251               -45618
      4902     3348.69012707722              428.251               -50124
      4903     3348.78787878788              428.251               -49150
      4904     3348.88563049853              428.251               -48795
      4905     3348.98338220919              428.251               -53851
      4906     3349.08113391984              428.251               -48472
      4907      3349.1788856305              428.251               -42660
      4908     3349.27663734115              428.251               -46576
      4909     3349.37438905181              428.251               -46077
      4910     3349.47214076246              428.251               -43418
      4911     3349.56989247312              428.251               -50229
      4912     3349.66764418377              428.251               -44728
      4913     3349.76539589443              428.251               -41807
      4914     3349.86314760508              428.251               -45282
      4915     3349.96089931574              428.251               -51267
      4916     3350.05865102639              428.251               -42582
      4917     3350.15640273705              428.251               -41689
      4918      3350.2541544477              428.251               -42970
      4919     3350.35190615836              428.251               -37442
      4920     3350.44965786901              428.251               -47253
      4921     3350.54740957967              428.251               -51232
      4922     3350.64516129032              428.251               -43260
      4923     3350.74291300098              428.251               -45018
      4924     3350.84066471163              428.251               -47640
      4925     3350.93841642229              428.251               -46587
      4926     3351.03616813294              428.251               -46523
      4927      3351.1339198436              428.251               -43954
      4928     3351.23167155425              428.251               -41776
      4929     3351.32942326491              428.251               -47584
      4930     3351.42717497556              428.251               -43510
      4931     3351.52492668622              428.251               -42930
      4932     3351.62267839687              428.251               -42931
      4933     3351.72043010753              428.251               -40987
      4934     3351.81818181818              428.251               -38993
      4935     3351.91593352884              428.251               -42486
      4936     3352.01368523949              428.251               -42000
      4937     3352.11143695015              428.251               -43247
      4938      3352.2091886608              428.251               -43120
      4939     3352.30694037146              428.251               -42386
      4940     3352.40469208211              428.251               -39877
      4941     3352.50244379277              428.251               -44060
      4942     3352.60019550342              428.251               -47232
      4943     3352.69794721408              428.251               -44840
      4944     3352.79569892473              428.251               -43013
      4945     3352.89345063539              428.251               -47581
      4946     3352.99120234604              428.251               -40099
      4947      3353.0889540567              428.251               -46209
      4948     3353.18670576735              428.251               -45891
      4949     3353.28445747801              428.251               -44117
      4950     3353.38220918866              428.251               -40105
      4951     3353.47996089932              428.251               -40896
      4952     3353.57771260997              428.251               -48515
      4953     3353.67546432063              428.251               -46804
      4954     3353.77321603128              428.251               -39410
      4955     3353.87096774194              428.251               -45257
      4956     3353.96871945259              428.251               -41472
      4957     3354.06647116325              428.251               -47093
      4958      3354.1642228739              428.251               -43471
      4959     3354.26197458456              428.251               -40253
      4960     3354.35972629521              428.251               -38940
      4961     3354.45747800587              428.251               -35950
      4962     3354.55522971652              428.251               -35948
      4963     3354.65298142717              428.251               -41530
      4964     3354.75073313783              428.251               -40648
      4965     3354.84848484848              428.251               -40126
      4966     3354.94623655914              428.251               -42013
      4967     3355.04398826979              428.251               -43204
      4968     3355.14173998045              428.251               -38135
      4969      3355.2394916911              428.251               -39268
      4970     3355.33724340176              428.251               -37635
      4971     3355.43499511241              428.251               -34068
      4972     3355.53274682307              428.251               -38687
      4973     3355.63049853372              428.251               -46565
      4974     3355.72825024438              428.251               -39757
      4975     3355.82600195503              428.251               -38532
      4976     3355.92375366569              428.251               -36557
      4977     3356.02150537634              428.251               -39025
      4978       3356.119257087              428.251               -42855
      4979     3356.21700879765              428.251               -40892
      4980     3356.31476050831              428.251               -40373
      4981     3356.41251221896              428.251               -38478
      4982     3356.51026392962              428.251               -39277
      4983     3356.60801564027              428.251               -32374
      4984     3356.70576735093              428.251               -36431
      4985     3356.80351906158              428.251               -40408
      4986     3356.90127077224              428.251               -44608
      4987     3356.99902248289              428.251               -40264
      4988     3357.09677419355              428.251               -36121
      4989      3357.1945259042              428.251               -34947
      4990     3357.29227761486              428.251               -35268
      4991     3357.39002932551              428.251               -35125
      4992     3357.48778103617              428.251               -35725
      4993     3357.58553274682              428.251               -33387
      4994     3357.68328445748              428.251               -36346
      4995     3357.78103616813              428.251               -34746
      4996     3357.87878787879              428.251               -34503
      4997     3357.97653958944              428.251               -30552
      4998      3358.0742913001              428.251               -37416
      4999     3358.17204301075              428.251               -39524
      5000     3358.26979472141              428.251               -33622
      5001     3358.36754643206              428.251               -35392
      5002     3358.46529814272              428.251               -36649
      5003     3358.56304985337              428.251               -35225
      5004     3358.66080156403              428.251               -31609
      5005     3358.75855327468              428.251               -34055
      5006     3358.85630498534              428.251               -32160
      5007     3358.95405669599              428.251               -34431
      5008     3359.05180840665              428.251               -35936
      5009      3359.1495601173              428.251               -35377
      5010     3359.24731182796              428.251               -38303
      5011     3359.34506353861              428.251               -34308
      5012     3359.44281524927              428.251               -36323
      5013     3359.54056695992              428.251               -35129
      5014     3359.63831867058              428.251               -36061
      5015     3359.73607038123              428.251               -34670
      5016     3359.83382209189              428.251               -36360
      5017     3359.93157380254              428.251               -35269
      5018      3360.0293255132              428.251               -33975
      5019     3360.12707722385              428.251               -32622
      5020     3360.22482893451              428.251               -34119
      5021     3360.32258064516              428.251               -33192
      5022     3360.42033235582              428.251               -37390
      5023     3360.51808406647              428.251               -36084
      5024     3360.61583577713              428.251               -38937
      5025     3360.71358748778              428.251               -36655
      5026     3360.81133919844              428.251               -36442
      5027     3360.90909090909              428.251               -34627
      5028     3361.00684261975              428.251               -32968
      5029      3361.1045943304              428.251               -31730
      5030     3361.20234604106              428.251               -35184
      5031     3361.30009775171              428.251               -37655
      5032     3361.39784946237              428.251               -32855
      5033     3361.49560117302              428.251               -31747
      5034     3361.59335288368              428.251               -35101
      5035     3361.69110459433              428.251               -35817
      5036     3361.78885630499              428.251               -37035
      5037     3361.88660801564              428.251               -37252
      5038      3361.9843597263              428.251               -33993
      5039     3362.08211143695              428.251               -35033
      5040      3362.1798631476              428.251               -31765
      5041     3362.27761485826              428.251               -30446
      5042     3362.37536656892              428.251               -33801
      5043     3362.47311827957              428.251               -30304
      5044     3362.57086999022              428.251               -27608
      5045     3362.66862170088              428.251               -30245
      5046     3362.76637341153              428.251               -32662
      5047     3362.86412512219              428.251               -35478
      5048     3362.96187683284              428.251               -41396
      5049      3363.0596285435              428.251               -37674
      5050     3363.15738025415              428.251               -31465
      5051     3363.25513196481              428.251               -34017
      5052     3363.35288367546              428.251               -29557
      5053     3363.45063538612              428.251               -24041
      5054     3363.54838709677              428.251               -33850
      5055     3363.64613880743              428.251               -28666
      5056     3363.74389051808              428.251               -34119
      5057     3363.84164222874              428.251               -31805
      5058     3363.93939393939              428.251               -33314
      5059     3364.03714565005              428.251               -28717
      5060      3364.1348973607              428.251               -32824
      5061     3364.23264907136              428.251               -32233
      5062     3364.33040078201              428.251               -32359
      5063     3364.42815249267              428.251               -31653
      5064     3364.52590420332              428.251               -33127
      5065     3364.62365591398              428.251               -30004
      5066     3364.72140762463              428.251               -34095
      5067     3364.81915933529              428.251               -32105
      5068     3364.91691104594              428.251               -29670
      5069      3365.0146627566              428.251               -35493
      5070     3365.11241446725              428.251               -31782
      5071     3365.21016617791              428.251               -33457
      5072     3365.30791788856              428.251               -32328
      5073     3365.40566959922              428.251               -33661
      5074     3365.50342130987              428.251               -30790
      5075     3365.60117302053              428.251               -30157
      5076     3365.69892473118              428.251               -31852
      5077     3365.79667644184              428.251               -30213
      5078     3365.89442815249              428.251               -31038
      5079     3365.99217986315              428.251               -27710
      5080      3366.0899315738              428.251               -29272
      5081     3366.18768328446              428.251               -33032
      5082     3366.28543499511              428.251               -32698
      5083     3366.38318670577              428.251               -32625
      5084     3366.48093841642              428.251               -26983
      5085     3366.57869012708              428.251               -30646
      5086     3366.67644183773              428.251               -36033
      5087     3366.77419354839              428.251               -33337
      5088     3366.87194525904              428.251               -33351
      5089      3366.9696969697              428.251               -33158
      5090     3367.06744868035              428.251               -31731
      5091     3367.16520039101              428.251               -34562
      5092     3367.26295210166              428.251               -32879
      5093     3367.36070381232              428.251               -35869
      5094     3367.45845552297              428.251               -31512
      5095     3367.55620723363              428.251               -32248
      5096     3367.65395894428              428.251               -30094
      5097     3367.75171065494              428.251               -32342
      5098     3367.84946236559              428.251               -27999
      5099     3367.94721407625              428.251               -24792
      5100      3368.0449657869              428.251               -31785
      5101     3368.14271749756              428.251               -26865
      5102     3368.24046920821              428.251               -28941
      5103     3368.33822091887              428.251               -31114
      5104     3368.43597262952              428.251               -30373
      5105     3368.53372434018              428.251               -29298
      5106     3368.63147605083              428.251               -32301
      5107     3368.72922776149              428.251               -33350
      5108     3368.82697947214              428.251               -34993
      5109      3368.9247311828              428.251               -35595
      5110     3369.02248289345              428.251               -34556
      5111     3369.12023460411              428.251               -33954
      5112     3369.21798631476              428.251               -35447
      5113     3369.31573802542              428.251               -33254
      5114     3369.41348973607              428.251               -32923
      5115     3369.51124144673              428.251               -33943
      5116     3369.60899315738              428.251               -31931
      5117     3369.70674486804              428.251               -31606
      5118     3369.80449657869              428.251               -33075
      5119     3369.90224828935              428.251               -36346
      5120                 3370              428.251               -31882
      5121                 3270              541.388               -17028
      5122     3270.09775171065              541.388               -18646
      5123     3270.19550342131              541.388               -25695
      5124     3270.29325513196              541.388               -22669
      5125     3270.39100684262              541.388               -24194
      5126     3270.48875855327              541.388               -27795
      5127     3270.58651026393              541.388               -26495
      5128     3270.68426197458              541.388               -23186
      5129     3270.78201368524              541.388               -26426
      5130     3270.87976539589              541.388               -18734
      5131     3270.97751710655              541.388               -19298
      5132      3271.0752688172              541.388               -24930
      5133     3271.17302052786              541.388               -22656
      5134     3271.27077223851              541.388               -21157
      5135     3271.36852394917              541.388               -23417
      5136     3271.46627565982              541.388               -22075
      5137     3271.56402737048              541.388               -21215
      5138     3271.66177908113              541.388               -21610
      5139     3271.75953079179              541.388               -23948
      5140     3271.85728250244              541.388               -24694
      5141      3271.9550342131              541.388               -23597
      5142     3272.05278592375              541.388               -23934
      5143     3272.15053763441              541.388               -20495
      5144     3272.24828934506              541.388               -25373
      5145     3272.34604105572              541.388               -25667
      5146     3272.44379276637              541.388               -23596
      5147     3272.54154447703              541.388               -21442
      5148     3272.63929618768              541.388               -23915
      5149     3272.73704789834              541.388               -28511
      5150     3272.83479960899              541.388               -32352
      5151     3272.93255131965              541.388               -30414
      5152      3273.0303030303              541.388               -25552
      5153     3273.12805474096              541.388               -21464
      5154     3273.22580645161              541.388               -30258
      5155     3273.32355816227              541.388               -28128
      5156     3273.42130987292              541.388               -20587
      5157     3273.51906158358              541.388               -19297
      5158     3273.61681329423              541.388               -22619
      5159     3273.71456500489              541.388               -22631
      5160     3273.81231671554              541.388               -21723
      5161      3273.9100684262              541.388               -23708
      5162     3274.00782013685              541.388               -24595
      5163     3274.10557184751              541.388               -23569
      5164     3274.20332355816              541.388               -22623
      5165     3274.30107526882              541.388               -23578
      5166     3274.39882697947              541.388               -20937
      5167     3274.49657869013              541.388               -23388
      5168     3274.59433040078              541.388               -27358
      5169     3274.69208211144              541.388               -21307
      5170     3274.78983382209              541.388               -27509
      5171     3274.88758553275              541.388               -24071
      5172      3274.9853372434              541.388               -21646
      5173     3275.08308895406              541.388               -25285
      5174     3275.18084066471              541.388               -25999
      5175     3275.27859237537              541.388               -27148
      5176     3275.37634408602              541.388               -25935
      5177     3275.47409579668              541.388               -27774
      5178     3275.57184750733              541.388               -23832
      5179     3275.66959921799              541.388               -21103
      5180     3275.76735092864              541.388               -19460
      5181      3275.8651026393              541.388               -24307
      5182     3275.96285434995              541.388               -26772
      5183     3276.06060606061              541.388               -18707
      5184     3276.15835777126              541.388               -19306
      5185     3276.25610948192              541.388               -23987
      5186     3276.35386119257              541.388               -23619
      5187     3276.45161290323              541.388               -20887
      5188     3276.54936461388              541.388               -23745
      5189     3276.64711632454              541.388               -29337
      5190     3276.74486803519              541.388               -26597
      5191     3276.84261974585              541.388               -21272
      5192      3276.9403714565              541.388               -22619
      5193     3277.03812316716              541.388               -23554
      5194     3277.13587487781              541.388               -17706
      5195     3277.23362658847              541.388               -23761
      5196     3277.33137829912              541.388               -22980
      5197     3277.42913000978              541.388               -23716
      5198     3277.52688172043              541.388               -28508
      5199     3277.62463343108              541.388               -25802
      5200     3277.72238514174              541.388               -21507
      5201      3277.8201368524              541.388               -24691
      5202     3277.91788856305              541.388               -28548
      5203      3278.0156402737              541.388               -23262
      5204     3278.11339198436              541.388               -21496
      5205     3278.21114369501              541.388               -23289
      5206     3278.30889540567              541.388               -26860
      5207     3278.40664711632              541.388               -30785
      5208     3278.50439882698              541.388               -24330
      5209     3278.60215053763              541.388               -26192
      5210     3278.69990224829              541.388               -25069
      5211     3278.79765395894              541.388               -23409
      5212      3278.8954056696              541.388               -23272
      5213     3278.99315738025              541.388               -23839
      5214     3279.09090909091              541.388               -24158
      5215     3279.18866080156              541.388               -26118
      5216     3279.28641251222              541.388               -26374
      5217     3279.38416422287              541.388               -28420
      5218     3279.48191593353              541.388               -33102
      5219     3279.57966764418              541.388               -29565
      5220     3279.67741935484              541.388               -30608
      5221     3279.77517106549              541.388               -23121
      5222     3279.87292277615              541.388               -25032
      5223      3279.9706744868              541.388               -31991
      5224     3280.06842619746              541.388               -27485
      5225     3280.16617790811              541.388               -23944
      5226     3280.26392961877              541.388               -29901
      5227     3280.36168132942              541.388               -23696
      5228     3280.45943304008              541.388               -26742
      5229     3280.55718475073              541.388               -23956
